index,schema_version,standard_version,auditor_version,generated_at,run_id,repo_id,repo_remote,branch,commit,dirty_worktree,scope,changed_paths,score,raw_score,finding_count,hard_findings,soft_findings,decision,minimum_score,caps_applied,report_fingerprint,input_fingerprint,policy_fingerprint,repo_score_json_path,repo_score_md_path
38,1.1.0,0.9.0,1.3.0,1778717068,1778717068,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,main,8a8d0c0,true,full,[],89,89,1,0,1,advisory,85,[],sha256:bd5c1c8af3189260b9db687f96293710dfc5d96a58a29f407211f724b984bf00,sha256:d4a3855b2ff571682394fd0a90a8d38ad772fccdbb649e6a705ff06a65133dbd,sha256:0e277c50d1190cb289cfc6203cd8c7037a4c046999a34104afd9359cfcff225b,agent/repo-score.json,agent/repo-score.md
39,1.1.0,0.9.0,1.3.0,1778720986,1778720986,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,main,8a8d0c0,true,full,[],70,87,2,1,1,advisory,85,"[""fallback-soup-in-product-code""]",sha256:1906ce7c97dd1c5af6d9bde90e73bce85dbb93f3018a994b976173cc28c5a425,sha256:7d6393325c1e778e6a8039cb925fbf22e39f7fd4b8d13a977a89840927d3175e,sha256:0e277c50d1190cb289cfc6203cd8c7037a4c046999a34104afd9359cfcff225b,agent/repo-score.json,agent/repo-score.md
40,1.1.0,0.9.0,1.3.0,1778721219,1778721219,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,main,8a8d0c0,true,full,[],89,89,1,0,1,advisory,85,[],sha256:044f3cdbbd33b99d9572348e490fce9f4245563f359e48ec05ee5614ced19657,sha256:05a0bdf70b0df0f1d166d4f7256ad811719d7cb2406178f4738d42ddb033d6ee,sha256:0e277c50d1190cb289cfc6203cd8c7037a4c046999a34104afd9359cfcff225b,agent/repo-score.json,agent/repo-score.md
41,1.1.0,0.9.0,1.3.0,1778721687,1778721687,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,main,8a8d0c0,true,full,[],91,91,0,0,0,advisory,85,[],sha256:f6e3047fb8e4066a35783f18796469d96a1257d8e1ac13205dfcc2a4e90686a1,sha256:63da72bfea67fdbe973cfb16e8395d92f2f4538a1d67c5be03e75ffb5ef02b61,sha256:0e277c50d1190cb289cfc6203cd8c7037a4c046999a34104afd9359cfcff225b,agent/repo-score.json,agent/repo-score.md
42,1.1.0,0.9.0,1.3.0,1778956718,1778956718,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],60,77,295,292,3,advisory,85,"[""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""direct-db-access-from-wrong-layer"",""secret-like-content-detected"",""input-boundary-gap"",""rust-bad-behavior"",""git-bad-behavior""]",sha256:4ebcfc5c5dd3c49fbf4ffc502d0c6d24fbdd0c43a22564252820501e70645cf5,sha256:82c85363a47a850ffa84edd849d17b4c8f224fa7d5ad99f225abaa514d29c593,sha256:0e277c50d1190cb289cfc6203cd8c7037a4c046999a34104afd9359cfcff225b,agent/repo-score.json,agent/repo-score.md
43,1.1.0,0.9.0,1.3.0,1778956787,1778956787,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],60,77,284,281,3,advisory,85,"[""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""direct-db-access-from-wrong-layer"",""secret-like-content-detected"",""input-boundary-gap"",""rust-bad-behavior""]",sha256:b138b7c8894fb0de6f749a84428333296e5c87df19ae319a1e90066f353f8561,sha256:38851d81707947205af959a3313d9c19160bbb2dd3111007355a367a3c0a875f,sha256:727f09a13a6e4d2c85879d34a9913ee6e3b689c21fe5451cbb9b160d3ff348de,agent/repo-score.json,agent/repo-score.md
44,1.1.0,0.9.0,1.3.0,1778956884,1778956884,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],60,77,283,280,3,advisory,85,"[""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""direct-db-access-from-wrong-layer"",""secret-like-content-detected"",""rust-bad-behavior""]",sha256:c1503aa854575c7fb73cdf763e2dcf9da71d0137131e74fee767a77568a63318,sha256:0ab952b07833359bf582cb312f55bac45d8b85aaed20deeb2b3f892082aab827,sha256:727f09a13a6e4d2c85879d34a9913ee6e3b689c21fe5451cbb9b160d3ff348de,agent/repo-score.json,agent/repo-score.md
45,1.1.0,0.9.0,1.3.0,1778956999,1778956999,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],60,77,282,279,3,advisory,85,"[""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""direct-db-access-from-wrong-layer"",""secret-like-content-detected"",""rust-bad-behavior""]",sha256:4ca0d260a844f4d0a4aff3d8b1a195e0e745a37b4a24164566cd7d0c0464dd6d,sha256:c3193bfe6fc5da32a2790a1cfcd30c6a481f4e07d49ad4c168bb55d484969d77,sha256:37e835d69785c93e7ee892b46514f54983ee8a05a0a34cf82803ff673081c5b9,agent/repo-score.json,agent/repo-score.md
46,1.1.0,0.9.0,1.3.0,1778957207,1778957207,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],60,77,264,261,3,advisory,85,"[""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""direct-db-access-from-wrong-layer"",""secret-like-content-detected"",""rust-bad-behavior""]",sha256:c4c6f049a0f7817b4a4bc7d304abd1785a42a62160631bbf0711c2dcbd790101,sha256:466f39ef3e4ec1e3c88d58e807319b42d01506960dd1fe399538ef3ba1c59d36,sha256:90154fcdc80a0b497db2e7a4c048955e169308cda27767e0856085e0413a71eb,agent/repo-score.json,agent/repo-score.md
47,1.1.0,0.9.0,1.3.0,1778959429,1778959429,sha256:9043e93abb1eee828f5232e279943862721932abf377b7af8951dc696a3d0052,git@github.com:jeppsontaylor/JeRyu.git,release/v3.1.0-delivery,9d88205,true,full,[],87,87,1,0,1,advisory,85,[],sha256:b90b1b25f6fbe2b470b04fa0f9f5aaea9e54fc7de5141f76483be94c0e94c4f8,sha256:717bc4387c2f8eb9ee7997557d2ceaf7e64aa8e773fb043a44d1d031c1cbfb37,sha256:7ce2d541357335c48033cf468b153df23198387e5de1e7960af6a036f963240b,agent/repo-score.json,agent/repo-score.md
48,1.1.0,0.9.0,1.3.0,1779117912,1779117912,sha256:8c5808dcca05336aafa3c299108d9a9b2a3d83bd5a3f8dbd6202be41ee3f2d0c,https://github.com/neverhuman/jeryu.git,codex/jeryu-redline-audit-ci,8178bee,true,full,[],70,85,9,7,2,advisory,85,"[""ci-bad-behavior""]",sha256:1c0d922f8d5f1ad3440067e1a8c4ff2b1f207e10df9f57165605d2c1e082f22a,sha256:f2c7f9fd92be05bef1d9cc29d6c550270232c5d92ed331e15e3d7f216d4265dd,sha256:7ce2d541357335c48033cf468b153df23198387e5de1e7960af6a036f963240b,agent/repo-score.json,agent/repo-score.md
49,1.1.0,0.9.0,1.3.0,1779117994,1779117994,sha256:8c5808dcca05336aafa3c299108d9a9b2a3d83bd5a3f8dbd6202be41ee3f2d0c,https://github.com/neverhuman/jeryu.git,codex/jeryu-redline-audit-ci,8178bee,true,full,[],87,87,2,0,2,advisory,85,[],sha256:d037fd68868da618fb5b2560ab561cd2f9d9d29867642e98b7d6662ec2a8b357,sha256:0d3439afb0926b0ab2d2139af4fdf987a2db82b96d454d658683e840e747d07c,sha256:7ce2d541357335c48033cf468b153df23198387e5de1e7960af6a036f963240b,agent/repo-score.json,agent/repo-score.md
50,1.1.0,0.9.0,1.3.0,1779122704,1779122704,sha256:8c5808dcca05336aafa3c299108d9a9b2a3d83bd5a3f8dbd6202be41ee3f2d0c,https://github.com/neverhuman/jeryu.git,codex/jeryu-redline-audit-ci,3420ca6,true,full,[],87,87,2,0,2,advisory,85,[],sha256:368327e13d8ab52c0d630e204472ebaaf383b45b588960db13a9c794a126038f,sha256:b63aea0753a23f6ffb1fc6b6fd358031b7034f151b414047097cec7a42abffe7,sha256:7ce2d541357335c48033cf468b153df23198387e5de1e7960af6a036f963240b,agent/repo-score.json,agent/repo-score.md
